Zone,Date,pc_visits,pc_visits_roll3,pc_visits_pct_change,ehs_responses,ehs_responses_roll3,ehs_responses_pct_change,responses_zscore
Northern,2021-06-01,554.0,565.6666666666666,0.012797074954296,1964.0,1998.0,-0.1471993052540164,-0.0800572363694164
Northern,2021-07-01,562.0,554.3333333333334,0.0144404332129963,2067.0,2111.333333333333,0.0524439918533605,0.1663051904897189
Northern,2021-08-01,719.0,611.6666666666666,0.2793594306049822,2562.0,2197.6666666666665,0.2394775036284471,1.3502799603467288
Northern,2021-09-01,998.0,759.6666666666666,0.388038942976356,1985.0,2204.6666666666665,-0.2252146760343482,-0.0298280037088159
Northern,2021-10-01,1025.0,914.0,0.0270541082164328,2482.0,2343.0,0.2503778337531486,1.1589305025920604
Northern,2021-11-01,1456.0,1159.6666666666667,0.4204878048780487,1942.0,2136.333333333333,-0.217566478646253,-0.1326783372519502
Northern,2021-12-01,1490.0,1323.6666666666667,0.0233516483516482,1950.0,2124.6666666666665,0.0041194644696189,-0.1135433914764833
Northern,2022-01-01,1127.0,1357.6666666666667,-0.2436241610738254,2365.0,2085.6666666666665,0.2128205128205127,0.8790819206258582
Northern,2022-02-01,1477.0,1364.6666666666667,0.31055900621118,1964.0,2093.0,-0.1695560253699788,-0.0800572363694164
Northern,2022-03-01,1206.0,1270.0,-0.1834800270819228,1989.0,2106.0,0.0127291242362526,-0.0202605308210825
Northern,2022-04-01,7073.0,3252.0,4.864842454394693,1905.0,1952.6666666666667,-0.0422322775263951,-0.2211774614634842
Northern,2022-05-01,6950.0,5076.333333333333,-0.0173900749328431,2385.0,2093.0,0.2519685039370078,0.9269192850645251
Northern,2022-06-01,7685.0,7236.0,0.1057553956834531,1902.0,2064.0,-0.2025157232704402,-0.2283530661292843
Northern,2022-07-01,7898.0,7511.0,0.0277163305139882,2513.0,2266.6666666666665,0.3212407991587802,1.2330784174719944
Northern,2022-08-01,7477.0,7686.666666666667,-0.0533046340845784,2008.0,2141.0,-0.2009550338241146,0.0251849653956511
Northern,2022-09-01,8130.0,7835.0,0.0873344924434933,1982.0,2167.6666666666665,-0.0129482071713147,-0.037003608374616
Northern,2022-10-01,7473.0,7693.333333333333,-0.0808118081180812,2359.0,2116.333333333333,0.1902119071644803,0.864730711294258
Northern,2022-11-01,8309.0,7970.666666666667,0.1118693964940451,1762.0,2034.3333333333333,-0.2530733361593895,-0.5632146171999538
Northern,2022-12-01,8097.0,7959.666666666667,-0.0255145023468528,1828.0,1983.0,0.0374574347332576,-0.4053513145523524
Northern,2023-01-01,7790.0,8065.333333333333,-0.0379152772631838,2100.0,1896.6666666666667,0.148796498905908,0.2452368418135196
Northern,2023-02-01,7808.0,7898.333333333333,0.0023106546854942,1635.0,1854.3333333333333,-0.2214285714285714,-0.8669818813854896
Northern,2023-03-01,7808.0,7802.0,0.0,1721.0,1818.6666666666667,0.0525993883792048,-0.6612812142992213
Northern,2023-04-01,9163.0,8259.666666666666,0.1735399590163935,2130.0,1828.6666666666667,0.2376525276002323,0.3169928884715202
Northern,2023-05-01,9713.0,8894.666666666666,0.0600240096038415,1666.0,1839.0,-0.2178403755868544,-0.7928339665055557
Northern,2023-06-01,11443.0,10106.333333333334,0.1781118089158859,1805.0,1867.0,0.0834333733493397,-0.4603642836568196
Northern,2023-07-01,10734.0,10630.0,-0.0619592764135279,2451.0,1974.0,0.3578947368421052,1.0847825877121269
Northern,2023-08-01,10079.0,10752.0,-0.0610210545928824,1947.0,2067.6666666666665,-0.2056303549571603,-0.1207189961422834
Northern,2023-09-01,11018.0,10610.333333333334,0.0931640043655124,1807.0,2068.333333333333,-0.0719054956343091,-0.4555805472129529
Northern,2023-10-01,9725.0,10274.0,-0.1173534216736249,2226.0,1993.3333333333333,0.2318760376314332,0.5466122377771221
Northern,2023-11-01,11443.0,10728.666666666666,0.1766580976863754,1890.0,1974.3333333333333,-0.150943396226415,-0.2570554847924845
Northern,2023-12-01,11760.0,10976.0,0.0277025255614786,2431.0,2182.333333333333,0.2862433862433862,1.0369452232734595
Western,2021-04-01,1399.0,1135.6666666666667,0.4217479674796747,2169.0,1200.0,8.38961038961039,-0.3813719785363354
Western,2021-05-01,1182.0,1188.3333333333333,-0.1551107934238742,2794.0,1731.3333333333333,0.2881512217611803,0.9413233934070524
Western,2021-06-01,597.0,1059.3333333333333,-0.4949238578680203,2498.0,2487.0,-0.1059413027916964,0.3148948652546638
Western,2021-07-01,2303.0,1360.6666666666667,2.8576214405360134,2311.0,2534.333333333333,-0.0748598879103282,-0.0808555900307977
Western,2021-08-01,1853.0,1584.3333333333333,-0.1953973078593139,2748.0,2519.0,0.1890956295975767,0.8439730140320189
Western,2021-09-01,1523.0,1893.0,-0.1780895844576362,2275.0,2444.6666666666665,-0.1721251819505094,-0.1570428434547368
Western,2021-10-01,1299.0,1558.3333333333333,-0.1470781352593565,2708.0,2577.0,0.1903296703296704,0.7593205102276421
Western,2021-11-01,1510.0,1444.0,0.1624326404926865,2155.0,2379.333333333333,-0.2042097488921713,-0.4110003548678673
Western,2021-12-01,739.0,1182.6666666666667,-0.5105960264900662,2296.0,2386.333333333333,0.065429234338747,-0.112600278957439
Western,2022-01-01,102.0,783.6666666666666,-0.8619756427604871,2752.0,2401.0,0.1986062717770034,0.8524382644124566
Western,2022-02-01,224.0,355.0,1.1960784313725492,2299.0,2449.0,-0.1646075581395348,-0.1062513411721108
Western,2022-03-01,201.0,175.66666666666666,-0.1026785714285714,2141.0,2397.333333333333,-0.0687255328403654,-0.4406287311993992
Western,2022-04-01,4220.0,1548.3333333333333,19.99502487562189,2347.0,2262.333333333333,0.0962167211583371,-0.0046683366068586
Western,2022-05-01,4692.0,3037.6666666666665,0.1118483412322275,2881.0,2456.333333333333,0.2275244993608862,1.1254425891815718
Western,2022-06-01,5916.0,4942.666666666667,0.2608695652173913,2266.0,2498.0,-0.2134675459909754,-0.1760896568107216
Western,2022-07-01,7237.0,5948.333333333333,0.2232927653820149,3095.0,2747.333333333333,0.3658428949691086,1.5783334845349877
Western,2022-08-01,7374.0,6842.333333333333,0.0189304960619041,2302.0,2554.333333333333,-0.2562197092084006,-0.0999024033867825
